"company","date","open","close","high","low","volume","industry","total_esg_risk_score","environment_risk_score","governance_risk_score","social_risk_score","esg_risk_level","esg_risk_score_2024","predicted_future_esg_score","controversy_level"
"Dr. Reddy's Laboratories Ltd.","2025-07-09","1271.93319694103","1261.4000244140625","1277.597225938257","1258.915779888787","1494337","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-10","1262.9000244140625","1262.5999755859375","1269.9000244140625","1252.0999755859375","1246082","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-11","1263","1254.699951171875","1272","1251.300048828125","895466","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-14","1254.699951171875","1250.5999755859375","1261.4000244140625","1245.300048828125","1035555","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-15","1254.800048828125","1260.9000244140625","1264.5","1241","1183659","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-16","1260.9000244140625","1259.4000244140625","1262","1250","1159859","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-17","1259.4000244140625","1263.0999755859375","1274.800048828125","1255.5","709420","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-18","1265","1257.5","1270.5999755859375","1251.0999755859375","690731","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-21","1250.199951171875","1259.300048828125","1262.4000244140625","1245.199951171875","1065189","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-22","1261","1240","1263.5999755859375","1236","1304352","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-23","1240.199951171875","1247.4000244140625","1252.0999755859375","1231","1088262","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-24","1261.0999755859375","1265.5","1287.9000244140625","1256.0999755859375","3809212","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-25","1266","1277.9000244140625","1288.5","1261.199951171875","1621138","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-28","1280","1287.4000244140625","1290","1271.5999755859375","1553778","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-29","1287","1299.800048828125","1302","1282.800048828125","1943466","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-30","1298.0999755859375","1292.0999755859375","1298.0999755859375","1277.699951171875","1387013","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-07-31","1274.5","1270.300048828125","1285","1257","1968821","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-08-01","1258","1220.5999755859375","1259","1213.699951171875","2525210","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-08-04","1225.0999755859375","1225","1232.199951171875","1219.199951171875","767310","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-08-05","1225","1214.800048828125","1232","1205","956582","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-08-06","1214.800048828125","1196.699951171875","1217.800048828125","1187.5","1701845","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Dr. Reddy's Laboratories Ltd.","2025-08-07","1184","1200.800048828125","1210","1183.4000244140625","1246488","Healthcare","26.6","2.8","9.1","14.6","Medium","26.6","28.58275317","Significant Controversy Level"
"Eicher Motors Ltd.","2025-07-07","5557.9327722860762","5609.7607421875","5627.0367321546419","5552.9967751526074","227078","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-08","5631.9729025614324","5606.79931640625","5631.9729025614324","5576.1961332372048","180630","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-09","5598.4078003251207","5622.1005859375","5645.2997718496217","5596.9270012243469","177978","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-10","5619.1393457238582","5579.6513671875","5631.9729387481757","5562.8689763095472","189074","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-11","5559.9071269487749","5540.65673828125","5610.7478970194179","5517.4575519383352","522930","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-14","5534.7337777026132","5469.57861328125","5543.6185728509809","5449.8346240626552","503684","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-15","5518.4449294555425","5519.43212890625","5570.2729006176914","5497.2201412653285","715066","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-16","5528.3167544210428","5554.4775390625","5561.3879350055258","5469.0847891951034","226544","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-17","5595.4463474834074","5577.6767578125","5610.2543388758295","5555.958370436947","391603","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-18","5591.497623278543","5555.46484375","5608.7736134634606","5539.6696527237891","254828","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-21","5525.3552703802516","5486.8544921875","5554.9712536054449","5469.5785019728037","190717","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-22","5399.9806752114164","5369.87109375","5468.0974332716705","5363.9478973969344","517944","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-23","5362.4673085316545","5371.845703125","5392.0832914580078","5352.59531422287","344237","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-24","5370.3648690345581","5398.99365234375","5431.5712333507608","5364.4416724878292","284450","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-25","5409.8529638033779","5363.45458984375","5409.8529638033779","5303.7290233638041","292877","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-28","5363.4545257489035","5317.05615234375","5386.1601127344038","5288.4273687533359","322292","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-29","5321.0050533829171","5400.474609375","5413.80180199479","5284.4786736101587","217256","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-30","5395.0446535474821","5410.83984375","5485.3733975181312","5370.3646688560484","266223","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-07-31","5380.2368108256378","5398.5","5439.4687757154607","5317.5496479839076","307018","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-08-01","5551","5528","5670","5475","1408773","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-08-04","5527.5","5621","5670","5520","505407","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-08-05","5625","5681","5690","5584.5","458305","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-08-06","5684.5","5668","5712.5","5651","202535","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Eicher Motors Ltd.","2025-08-07","5660","5681.5","5694.5","5588","266899","Automobile and Auto Components","13.3","3.6","6.4","3.3","Low","13.3","14.90266667","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-07","2810","2779.10009765625","2819.89990234375","2775","278677","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-08","2780","2820.800048828125","2841.300048828125","2778.199951171875","846061","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-09","2813","2797.89990234375","2830","2793.60009765625","659109","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-10","2797.89990234375","2775.10009765625","2809.800048828125","2769","780215","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-11","2775.10009765625","2762","2807.5","2756.39990234375","476850","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-14","2774","2784.39990234375","2809","2755.10009765625","2913912","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-15","2789","2778.60009765625","2812.10009765625","2762.800048828125","450965","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-16","2784","2762.39990234375","2784","2758","372782","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-17","2762","2766.300048828125","2777.699951171875","2742.300048828125","720281","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-18","2771","2728.5","2774","2716.5","797380","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-21","2728","2741.89990234375","2751.5","2713.199951171875","616378","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-22","2752.89990234375","2722.699951171875","2759","2717.5","664321","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-23","2735.60009765625","2709.10009765625","2736","2701.5","373864","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-24","2709.10009765625","2735.89990234375","2743.300048828125","2667.300048828125","997645","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-25","2735","2708.60009765625","2735.89990234375","2694.199951171875","360857","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-28","2704.10009765625","2727.199951171875","2754.5","2697","547126","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-29","2727.199951171875","2743","2750","2705","743512","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-30","2740","2758.60009765625","2794","2733.10009765625","772901","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-07-31","2735","2746.39990234375","2771.800048828125","2727.699951171875","581498","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-08-01","2748","2722.199951171875","2766.5","2716","329586","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-08-04","2730","2787.800048828125","2792.300048828125","2720.800048828125","570201","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-08-05","2799","2797.199951171875","2824.89990234375","2784.699951171875","782631","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-08-06","2800","2765.800048828125","2800","2758","393906","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"Grasim Industries Ltd.","2025-08-07","2764","2743.699951171875","2772.699951171875","2718.800048828125","591529","Construction Materials","43.1","19.1","12.8","11.2","Severe","43.1","36.47793095","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-07","1712.0885682053231","1697.10595703125","1712.0885682053231","1690.0611659357876","1366412","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-08","1686.786712123524","1694.82373046875","1705.5398356767303","1674.3838686520276","2139193","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-09","1696.70895812332","1660.98876953125","1700.9755846537569","1658.0120871485776","2894808","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-10","1661.9810177246657","1650.768798828125","1666.8429565679846","1636.1831034196857","2740853","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-11","1630.4282242360296","1625.56640625","1642.6326712691214","1617.3308693256829","2548153","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-14","1627.2531527796052","1607.210205078125","1629.6345230811487","1594.5096442175766","3334703","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-15","1577.6417650974142","1554.2252197265625","1608.79773361358","1537.9526640886743","14685607","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-16","1554.2251930473537","1550.6531982421875","1561.7660978852655","1547.8749127706569","5218099","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-17","1551.4468572425706","1531.9000244140625","1554.6220578386676","1530.4116832000689","4966082","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-18","1544","1548.800048828125","1550","1530","3902458","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-21","1548.800048828125","1530.4000244140625","1550.699951171875","1526","3368842","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-22","1533.0999755859375","1520.0999755859375","1539.800048828125","1518.300048828125","3218227","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-23","1524.0999755859375","1529.800048828125","1536","1518","3471536","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-24","1530","1507.199951171875","1537.9000244140625","1501.5999755859375","4654421","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-25","1501.0999755859375","1490.0999755859375","1512.199951171875","1486.5999755859375","2733655","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-28","1490.0999755859375","1466.0999755859375","1494.199951171875","1463.5","4404841","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-29","1466.0999755859375","1472.4000244140625","1477.5","1461","6223556","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-30","1480.5","1476.5","1484.300048828125","1468.800048828125","1642426","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-07-31","1465","1467.9000244140625","1482.699951171875","1459.5","2306285","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-08-01","1465","1452.0999755859375","1466.9000244140625","1450","2152783","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-08-04","1452.0999755859375","1474.4000244140625","1475.4000244140625","1440.5999755859375","2384774","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-08-05","1479.9000244140625","1482.699951171875","1485.4000244140625","1471.199951171875","2614394","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-08-06","1480.9000244140625","1463.199951171875","1483.699951171875","1456.4000244140625","1735697","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HCL Technologies Ltd.","2025-08-07","1458","1475.5","1479.199951171875","1451","1495105","Information Technology","12.9","0.8","6","6.1","Low","12.9","13.56383333","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-07","1989","1987.4000244140625","1998.4000244140625","1983.800048828125","5674713","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-08","1977","2001.4000244140625","2005","1977","7612158","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-09","2007","2011.199951171875","2013.800048828125","1998.0999755859375","6930714","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-10","2016","2006.199951171875","2017","2000","8515155","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-11","1998","1983.699951171875","2004.800048828125","1980.9000244140625","6258461","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-14","1983","1983","1988.699951171875","1970.5999755859375","6544425","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-15","1973","1995.5","2003.5999755859375","1973","7249084","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-16","2018","1996.300048828125","2022.699951171875","1992.5999755859375","8997306","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-17","2004","1986.9000244140625","2004.800048828125","1982.699951171875","11264579","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-18","1986.9000244140625","1957.4000244140625","1997","1953","8064723","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-21","1978.199951171875","2000.5","2002","1976.5","11154539","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-22","2013.0999755859375","2007.0999755859375","2018","2003","7418407","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-23","2011","2024.300048828125","2029.800048828125","2003","6817458","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-24","2037.699951171875","2014.199951171875","2037.699951171875","2008.4000244140625","9553588","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-25","2015","2004.5999755859375","2015","1999","4653299","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-28","2003","2008.5","2021.4000244140625","2000.5","6029790","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-29","1999.9000244140625","2021.5999755859375","2026.5","1996.300048828125","9947848","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-30","2028","2025.800048828125","2032.5999755859375","2017","7577018","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-07-31","2014.5999755859375","2018.199951171875","2031.4000244140625","2008","11091516","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-08-01","2014","2012.199951171875","2028.300048828125","2009.300048828125","5658629","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-08-04","2010.0999755859375","1992","2018.5","1988.0999755859375","6966973","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-08-05","1986.5","1977.5999755859375","1994.4000244140625","1965.5","11989029","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-08-06","1971.0999755859375","1985.300048828125","1988","1970","7040102","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"HDFC Bank Ltd.","2025-08-07","1980.0999755859375","1995.4000244140625","2001.5999755859375","1976.800048828125","6538500","Financial Services","30.6","2.2","15.1","13.4","High","30.6","30.979125","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-07","4275.3531723429878","4242.8447265625","4294.6613151293659","4229.0532647162318","353771","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-08","4240.9729564200179","4236.3427734375","4264.516854866446","4176.8425651729567","467771","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-09","4235.94861457199","4268.5556640625","4279.2932050466807","4226.2947845512717","276485","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-10","4265.6003590596983","4256.93115234375","4284.1201280758141","4245.79966580874","368728","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-11","4236.0472601958927","4155.85986328125","4275.3528270819861","4127.587176376388","556464","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-14","4156.1555454263353","4188.36865234375","4195.5597222021242","4134.6804614867378","293675","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-15","4212.1089971727142","4387.65478515625","4398.4909330315795","4196.6431474463525","1756329","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-16","4387.6548168843228","4358.59423828125","4403.4164866351421","4305.8911550519479","791606","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-17","4370.9083707882637","4377.41015625","4397.4075838438612","4346.2807599544331","414759","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-18","4383.7143656430908","4331.20849609375","4417.2079136053071","4321.8500047513662","370997","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-21","4344.3101047696755","4342.537109375","4356.1313567554425","4281.4606407818665","269975","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-22","4352.1912746036733","4277.71728515625","4365.6873973966631","4254.4687249255285","463290","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-23","4295.0551166864234","4298.7001953125","4311.8018912239622","4261.46296097129","376802","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-24","4310","4301.89990234375","4320","4255.10009765625","584473","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-25","4278","4230.7001953125","4290.7998046875","4195","630896","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-28","4215.5","4291.10009765625","4307","4215.5","462891","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-29","4290","4325.2001953125","4334.39990234375","4265.60009765625","422393","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-07-30","4311","4251.2998046875","4325.7998046875","4215.7001953125","547169","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
